trade-date,index
20160609,8.91
20160610,8.26
20160613,9.06
20160614,8.98
20160615,11.331
20160616,10.0682
20160617,15.0702
20160620,13.3671
20160621,9.62
20160622,10.6028
20160623,14.9103
20160624,38.29
20160627,12.0645
20160628,17.4256
20160629,9.37
20160630,10.7035
20160701,16.394
20160704,5.6
20160705,12.1731
20160706,17.5955
20160707,10.1673
20160708,24.0256
20160711,16.5821
20160712,23.2034
20160713,14.3102
20160714,20.2317
20160715,20.9963
20160718,12.6384
20160719,17.3744
20160720,16.6749
20160721,14.6935
20160722,15.3673
20160725,10.6246
20160726,14.168
20160727,9.18
20160728,9.99
20160729,13.3436
20160801,16.2362
20160802,22.2257
20160803,22.0753
20160804,24.9197
20160805,21.4085
20160808,11.6964
20160809,20.1883
20160810,13.117
20160811,17.818
20160812,21.8358
20160815,17.8275
20160816,24.1275
20160817,12.2871
20160818,9.63
20160819,11.6647
20160822,12.2571
20160823,10.7215
20160824,8.85
20160825,15.842
20160826,7.5
20160829,9.58
20160830,5.52
20160831,6.56
20160901,10.0644
20160902,25.3829
20160905,50.843
20160906,19.7455
20160907,18.0533
20160908,9.98
20160909,15.3354
20160912,37.7709
20160913,27.5393
20160914,14.2164
20160915,43.1449
20160916,13.7871
20160919,12.8476
20160920,17.0336
20160921,6.01
20160922,9.07
20160923,35.3033
20160926,22.9211
20160927,28.0742
20160928,16.584
20160929,18.0397
20160930,19.5305
20161003,21.8265
20161004,11.7983
20161005,5.18
20161006,11.0404
20161007,15.1451
20161010,14.0468
20161011,15.7133
20161012,26.9118
20161013,7.06
20161014,9.97
20161017,17.0897
20161018,7.78
20161019,4.02
20161020,9.15
20161021,12.9244
20161024,10.5941
20161025,7.74
20161026,9.21
20161027,10.5933
20161028,7.99
20161031,10.5207
20161101,21.6309
20161102,34.3631
20161103,11.4772
20161104,73.1996
20161107,14.5089
20161108,10.1314
20161109,28.9675
20161110,31.6865
20161111,12.863
20161114,15.3806
20161115,20.5775
20161116,14.7893
20161117,16.3414
20161118,26.1881
20161121,14.6859
20161122,37.2046
20161123,16.0759
20161124,4.29
20161125,9.94
20161128,39.6409
20161129,37.9612
20161130,111.8088
20161201,21.0441
20161202,23.5654
20161205,15.7883
20161206,14.7909
20161207,16.9651
20161208,12.5049
20161209,14.8549
20161212,16.9358
20161213,11.6826
20161214,7.17
20161215,14.1809
20161216,22.0053
20161219,11.5257
20161220,5.12
20161221,3.52
20161222,7.97
20161223,4.65
20161227,4.1
20161228,8.38
20161229,4.8
20161230,4.13
20170103,17.6024
20170104,19.5972
20170105,6.89
20170106,11.0606
20170109,10.6137
20170110,12.2428
20170111,9.37
20170112,13.2828
20170113,10.2269
20170116,7.52
20170117,16.6575
20170118,17.8177
20170119,11.2831
20170120,12.1106
20170123,8.41
20170124,7.94
20170125,6.71
20170126,15.0624
20170127,14.7779
20170130,11.2496
20170131,10.1922
20170201,6.24
20170202,11.4389
20170203,6.46
20170206,4.63
20170207,9.49
20170208,5.71
20170209,5.6
20170210,11.7399
20170213,13.4118
20170214,5.1
20170215,4.62
20170216,5.12
20170217,4.68
20170220,3.15
20170221,5.32
20170222,6.48
20170223,4.19
20170224,4.48
20170227,4.62
20170228,3.81
20170301,3.73
20170302,8.49
20170303,4.29
20170306,3.94
20170307,4.77
20170308,3.13
20170309,70.7136
20170310,19.6227
20170313,15.5852
20170314,21.0942
20170315,13.5948
20170316,11.5335
20170317,6.25
20170320,11.7996
20170321,9.24
20170322,11.5117
20170323,10.9537
20170324,4.82
20170327,5.83
20170328,4.26
20170329,4.29
20170330,7.56
20170331,5.87
20170403,4.27
20170404,8.04
20170405,3.01
20170406,3.44
20170407,12.3996
20170410,4.67
20170411,4.22
20170412,2.53
20170413,2.88
20170417,4.68
20170418,4.9
20170419,3.96
20170420,8.7
20170421,9.25
20170424,9.6
20170425,6.78
20170426,4.59
20170427,9.11
20170428,7.81
20170501,4.74
20170502,7.2
20170503,5.67
20170504,15.8643
20170505,32.9864
20170508,26.3746
20170509,7.26
20170510,7.25
20170511,8.87
20170512,7.64
20170515,10.4654
20170516,7.23
20170517,11.4811
20170518,13.0981
20170519,7.2
20170522,7.99
20170523,6.1
20170524,4.58
20170525,62.9118
20170526,29.6016
20170529,4.52
20170530,6.84
20170531,16.2464
20170601,14.3173
20170602,25.5715
20170605,12.7735
20170606,13.1684
20170607,5.46
20170608,11.895
20170609,17.1443
20170612,17.1099
20170613,6.71
20170614,7.64
20170615,10.287
20170616,3.58
20170619,6.19
20170620,22.9775
20170621,9.37
20170622,9.34
20170623,12.192
20170626,7.82
20170627,8.07
20170628,6.48
20170629,6.9
20170630,6.04
20170703,6.92
20170704,3.35
20170705,17.952
20170706,9.72
20170707,24.4266
20170710,13.8837
20170711,15.9314
20170712,10.5133
20170713,16.5856
20170714,17.8217
20170717,12.2043
20170718,8.87
20170719,6.83
20170720,8.17
20170721,15.7483
20170724,21.2467
20170725,7.5
20170726,5.81
20170727,17.2916
20170728,4.75
20170731,10.5307
20170801,6.79
20170802,7.51
20170803,10.0834
20170804,14.3664
20170807,9.49
20170808,12.2575
20170809,4.66
20170810,9.29
20170811,11.0377
20170814,8.99
20170815,7.53
20170816,4.66
20170817,4.92
20170818,4.41
20170821,7.28
20170822,13.5998
20170823,3.83
20170824,6.87
20170825,3.23
20170828,5.5
20170829,14.6699
20170830,7.05
20170831,9.73
20170901,8.78
20170904,5.4
20170905,11.8656
20170906,7.25
20170907,10.54
20170908,4.3
20170911,6.63
20170912,14.4063
20170913,5.97
20170914,5.07
20170915,8.86
20170918,12.175
20170919,4.57
20170920,3.53
20170921,7.87
20170922,6.51
20170925,8.27
20170926,11.1272
20170927,5.57
20170928,8.88
20170929,9.08
20171002,7.52
20171003,5.58
20171004,3.16
20171005,4.99
20171006,10.7016
20171009,8.05
20171010,10.071
20171011,10.2798
20171012,5.43
20171013,8.5
20171016,8.52
20171017,6.21
20171018,2.58
20171019,10.7041
20171020,11.2471
20171023,8.55
20171024,10.2825
20171025,3.29
20171026,4.86
20171027,10.6397
20171030,10.9415
20171031,4.35
20171101,7.12
20171102,5.98
20171103,4.35
20171106,4.34
20171107,5.88
20171108,2.62
20171109,4.35
20171211,6.83
20171212,9.25
20171213,4.49
20171214,6.98
20171215,5.84
20171218,5.32
20171219,3.6
20171220,1.24
20171221,2.98
20171222,2.09
20171226,2.43
20171227,4.28
20171228,1.59
20171229,2.41
20180102,5.8
20180103,3.51
20180104,2.33
20180105,5.72
20180108,3.24
20180109,3.04
20180110,1.94
20180111,5.22
20180112,6.21
20180115,3.41
20180116,5.32
20180117,5.19
20180118,2.27
20180119,6.46
20180122,2.69
20180123,4.44
20180124,2.73
20180125,4.94
20180126,5.31
20180129,6.06
20180130,8.1
20180131,2.09
20180201,5.77
20180202,9.62
20180205,8.69
20180206,13.0909
20180207,7.02
20180208,11.6432
20180209,7.21
20180212,17.8233
20180213,12.1521
20180214,8.7
20180215,10.8912
20180216,10.4613
20180219,4.11
20180220,7.32
20180221,9.34
20180222,6.62
20180223,3.87
20180226,6.83
20180227,3.69
20180228,2.99
20180301,12.7175
20180302,10.5588
20180305,5.4
20180306,7.57
20180307,8.65
20180308,6.48
20180309,6.49
20180312,7.1
20180313,21.9579
20180314,17.8317
20180315,12.4715
20180316,3.97
20180319,10.2996
20180320,7.1
20180321,6.51
20180322,8.88
20180323,11.242
20180326,5.04
20180327,14.0523
20180328,3.35
20180329,4.08
20180402,7.99
20180403,7.28
20180404,12.1434
20180405,11.0242
20180406,6.81
20180409,6.79
20180410,7.82
20180411,8.19
20180412,13.8253
20180413,12.9605
20180416,9.37
20180417,7.76
20180418,5.03
20180419,9.92
20180420,12.9191
20180423,14.9117
20180424,9.65
20180425,4.79
20180426,6.23
20180427,4.04
20180430,6.08
20180501,8.82
20180502,3.82
20180503,5
20180504,4.65
20180507,4.66
20180508,5.88
20180509,5.45
20180510,3.66
20180511,4.52
